issn;journal_title;oa_model;apc;year
2352-6440;Trauma Case Reports;Open Access;750;2016
2214-367X;Travel Behaviour and Society;Hybrid;1800;2016
1477-8939;Travel Medicine and Infectious Disease;Hybrid;2500;2016
2210-8440;Trends in Anaesthesia and Critical Care;Hybrid;2500;2016
0165-9936;Trends in Analytical Chemistry;Hybrid;3300;2016
0968-0004;Trends in Biochemical Sciences;Hybrid;3600;2016
0167-7799;Trends in Biotechnology;Hybrid;3600;2016
2405-8033;Trends in Cancer;Hybrid;3000;2016
1050-1738;Trends in Cardiovascular Medicine;Hybrid;3000;2016
0962-8924;Trends in Cell Biology;Hybrid;3600;2016
1364-6613;Trends in Cognitive Sciences;Hybrid;3600;2016
0169-5347;Trends in Ecology and Evolution;Hybrid;3600;2016
1043-2760;Trends in Endocrinology and Metabolism;Hybrid;3600;2016
2214-1588;Trends in Environmental Analytical Chemistry;Hybrid;2600;2016
0924-2244;Trends in Food Science and Technology;Hybrid;3000;2016
0168-9525;Trends in Genetics;Hybrid;3600;2016
1471-4906;Trends in Immunology;Hybrid;3600;2016
0966-842X;Trends in Microbiology;Hybrid;3600;2016
1471-4914;Trends in Molecular Medicine;Hybrid;3600;2016
2211-9493;Trends in Neuroscience and Education;Hybrid;1700;2016
0166-2236;Trends in Neurosciences;Hybrid;3600;2016
1471-4922;Trends in Parasitology;Hybrid;3600;2016
0165-6147;Trends in Pharmacological Sciences;Hybrid;3600;2016
1360-1385;Trends in Plant Science;Hybrid;3600;2016
0301-679X;Tribology International;Hybrid;2750;2016
1472-9792;Tuberculosis;Hybrid;2500;2016
0886-7798;Tunnelling and Underground Space Technology incorporating Trenchless Technology Research;Hybrid;2500;2016
2452-2473;Turkish Journal of Emergency Medicine;Open Access;0;2016
1016-3190;Tzu Chi Medical Journal;Open Access;3000;2016
0304-3991;Ultramicroscopy;Hybrid;2600;2016
0041-624X;Ultrasonics;Hybrid;2600;2016
1350-4177;Ultrasonics - Sonochemistry;Hybrid;2200;2016
0301-5629;Ultrasound in Medicine and Biology;Hybrid;1500;2016
2212-0955;Urban Climate;Hybrid;3300;2016
1618-8667;Urban Forestry and Urban Greening;Hybrid;1500;2016
0094-0143;Urologic Clinics of North America;Hybrid;3000;2016
1078-1439;Urologic Oncology: Seminars and Original Investigations;Hybrid;3000;2016
1879-5226;Urological Science;Open Access;0;2016
0090-4295;Urology;Hybrid;3000;2016
2214-4420;Urology Case Reports;Open Access;600;2016
2352-0779;Urology Practice;Hybrid;3000;2016
0957-1787;Utilities Policy;Hybrid;2500;2016
0264-410X;Vaccine;Hybrid;2150;2016
2405-7843;Vaccine Reports;Hybrid;3000;2016
1576-9887;Vacunas: investigación y práctica;Hybrid;1500;2016
0042-207X;Vacuum;Hybrid;2200;2016
1098-3015;Value in Health;Hybrid;2500;2016
2212-1099;Value in Health Regional Issues;Hybrid;2500;2016
1537-1891;Vascular Pharmacology;Hybrid;3000;2016
2214-2096;Vehicular Communications;Hybrid;3000;2016
2451-943X;Veterinary and Animal Science;Open Access;1800;2016
0749-0739;Veterinary Clinics of North America: Equine Practice;Hybrid;3000;2016
1094-9194;Veterinary Clinics of North America: Exotic Animal Practice;Hybrid;3000;2016
0749-0720;Veterinary Clinics of North America: Food Animal Practice;Hybrid;3000;2016
0195-5616;Veterinary Clinics of North America: Small Animal Practice;Hybrid;3000;2016
0165-2427;Veterinary Immunology and Immunopathology;Hybrid;3300;2016
0378-1135;Veterinary Microbiology;Hybrid;3300;2016
0304-4017;Veterinary Parasitology;Hybrid;3000;2016
2405-9390;Veterinary Parasitology: Regional Studies and Reports;Hybrid;2000;2016
0924-2031;Vibrational Spectroscopy;Hybrid;2600;2016
2212-0971;Video Journal and Encyclopedia of GI Endoscopy;Open Access;2000;2016
0042-6822;Virology;Hybrid;2150;2016
2214-6695;Virology Reports;Open Access;1800;2016
0168-1702;Virus Research;Hybrid;2600;2016
0042-6989;Vision Research;Hybrid;2150;2016
2405-4690;Visual Journal of Emergency Medicine;Hybrid;300;2016
1634-0760;Vocation sage-femme;Hybrid;3000;2016
0956-053X;Waste Management;Hybrid;3000;2016
0043-1354;Water Research;Hybrid;3500;2016
2212-4284;Water Resources and Economics;Hybrid;3000;2016
2212-3717;Water Resources and Industry;Open Access;1800;2016
2212-6082;Water resources and rural development;Hybrid;3000;2016
1110-4929;Water Science;Open Access;0;2016
1674-2370;Water Science and Engineering;Open Access;0;2016
0165-2125;Wave Motion;Hybrid;2200;2016
0043-1648;Wear;Hybrid;3000;2016
2212-0947;Weather and Climate Extremes;Open Access;1500;2016
1570-8268;Web Semantics: Science, Services and Agents on the World Wide Web;Hybrid;2400;2016
1080-6032;Wilderness and Environmental Medicine;Hybrid;3000;2016
2212-9774;Wine Economics and Policy;Open Access;0;2016
1871-5192;Women and Birth;Hybrid;1700;2016
1049-3867;Women's Health Issues;Hybrid;3000;2016
0277-5395;Women's Studies International Forum;Hybrid;1100;2016
0305-750X;World Development;Hybrid;2150;2016
2452-2929;World Development Perspectives;Hybrid;1100;2016
1003-5257;World Journal of Acupuncture – Moxibustion;Hybrid;3000;2016
2095-8811;World Journal of Otorhinolaryngology-Head and Neck Surgery;Open Access;1500;2016
1878-8750;World Neurosurgery;Hybrid;2500;2016
0172-2190;World Patent Information;Hybrid;1800;2016
2213-9095;Wound Medicine;Hybrid;1700;2016
1551-7977;Year Book of Hand and Upper Limb Surgery;Hybrid;3000;2016
0084-3873;Year Book of Medicine;Hybrid;3000;2016
8756-5005;Year Book of Neonatal and Perinatal Medicine;Hybrid;3000;2016
0084-392X;Year Book of Ophthalmology;Hybrid;3000;2016
0276-1092;Year Book of Orthopedics;Hybrid;3000;2016
1077-9108;Year Book of Pathology and Laboratory Medicine;Hybrid;3000;2016
0084-3954;Year Book of Pediatrics;Hybrid;3000;2016
8756-3452;Year Book of Pulmonary Disease;Hybrid;3000;2016
0090-3671;Year Book of Surgery;Hybrid;3000;2016
0749-4041;Year Book of Vascular Surgery;Hybrid;3000;2016
1865-9217;Zeitschrift fuer Evidenz, Fortbildung und Qualitaet im Gesundheitswesen;Hybrid;1700;2016
0939-3889;Zeitschrift fuer Medizinische Physik;Hybrid;2500;2016
0044-5231;Zoologischer Anzeiger - A Journal of Comparative Zoology;Hybrid;1800;2016
0944-2006;Zoology;Hybrid;1800;2016
1876-2859;Academic Pediatrics;Hybrid;3000;2017
1076-6332;Academic Radiology;Hybrid;2750;2017
0001-4575;Accident Analysis and Prevention;Hybrid;3300;2017
0155-9982;Accounting Forum;Hybrid;1100;2017
0361-3682;Accounting, Organizations and Society;Hybrid;1800;2017
0094-5765;Acta Astronautica;Hybrid;2750;2017
1742-7061;Acta Biomaterialia;Hybrid;3000;2017
1872-2032;Acta Ecologica Sinica;Hybrid;3000;2017
0001-5814;Acta Haematologica Polonica;Hybrid;3000;2017
0065-1281;Acta Histochemica;Hybrid;1800;2017
1359-6454;Acta Materialia;Hybrid;3000;2017
0252-9602;Acta Mathematica Scientia;Hybrid;3000;2017
0894-9166;Acta Mechanica Solida Sinica;Hybrid;3000;2017
1146-609X;Acta Oecologica;Hybrid;2500;2017
2173-5735;Acta Otorrinolaringologica (English Edition);Hybrid;3000;2017
0001-6519;Acta Otorrinolaringologica Espanola;Hybrid;3000;2017
2211-3835;Acta Pharmaceutica Sinica B;Open Access;0;2017
0001-6918;Acta Psychologica;Hybrid;1800;2017
0186-6028;Acta Sociológica;Open Access;0;2017
0001-706X;Acta Tropica;Hybrid;2200;2017
0001-7310;Actas dermosifiliograficas;Hybrid;3000;2017
1578-2190;Actas Dermo-Sifiliográficas (English Edition);Hybrid;3000;2017
0210-4806;Actas Urologicas Espanolas;Hybrid;3000;2017
2173-5786;Actas Urológicas Españolas (English Edition);Hybrid;3000;2017
0515-3700;Actualités pharmaceutiques;Hybrid;3000;2017
1570-8705;Ad Hoc Networks;Hybrid;2400;2017
0306-4603;Addictive Behaviors;Hybrid;2200;2017
2352-8532;Addictive Behaviors Reports;Open Access;1500;2017
2214-8604;Additive Manufacturing;Hybrid;1750;2017
0169-409X;Advanced Drug Delivery Reviews;Hybrid;3500;2017
1474-0346;Advanced Engineering Informatics;Hybrid;2400;2017
0921-8831;Advanced Powder Technology;Hybrid;2800;2017
0882-6110;Advances in Accounting;Hybrid;1100;2017
0737-6146;Advances in Anesthesia;Hybrid;3000;2017
0196-8858;Advances in Applied Mathematics;Hybrid;1500;2017
2212-4926;Advances in Biological Regulation;Hybrid;2200;2017
1548-5595;Advances in Chronic Kidney Disease;Hybrid;2500;2017
1674-9278;Advances in Climate Change Research;Open Access;1500;2017
0001-8686;Advances in Colloid and Interface Science;Hybrid;3300;2017
0965-9978;Advances in Engineering Software;Hybrid;2500;2017
2212-9588;Advances in Integrative Medicine;Hybrid;3000;2017
1040-2608;Advances in Life Course Research;Hybrid;1100;2017
0001-8708;Advances in Mathematics;Hybrid;1500;2017
1896-1126;Advances in Medical Sciences;Hybrid;1200;2017
0065-3101;Advances in Pediatrics;Hybrid;3000;2017
2452-1094;Advances in Radiation Oncology;Open Access;2000;2017
1041-7826;Advances in Small Animal Medicine and Surgery;Hybrid;3000;2017
0273-1177;Advances in Space Research;Hybrid;2400;2017
0065-3411;Advances in Surgery;Hybrid;3000;2017
0309-1708;Advances in Water Resources;Hybrid;3500;2017
1875-9637;Aeolian Research;Hybrid;2500;2017
1270-9638;Aerospace Science and Technology;Hybrid;2500;2017
1434-8411;AEUE - International Journal of Electronics and Communications;Hybrid;1800;2017
2211-419X;African Journal of Emergency Medicine;Open Access;0;2017
1110-5704;African Journal of Urology;Open Access;0;2017
1568-1637;Ageing Research Reviews;Hybrid;3000;2017
1359-1789;Aggression and Violent Behavior;Hybrid;1800;2017
2352-2151;Agri Gene;Hybrid;1500;2017
0168-1923;Agricultural and Forest Meteorology;Hybrid;3700;2017
0308-521X;Agricultural Systems;Hybrid;3600;2017
0378-3774;Agricultural Water Management;Hybrid;2500;2017
0167-8809;Agriculture, Ecosystems and Environment;Hybrid;3600;2017
2090-4479;Ain Shams Engineering Journal;Open Access;0;2017
1067-991X;Air Medical Journal;Hybrid;3000;2017
0196-6553;AJIC: American Journal of Infection Control;Hybrid;1850;2017
0972-8600;AKCE International Journal of Graphs and Combinatorics;Open Access;0;2017
0741-8329;Alcohol;Hybrid;2500;2017
1110-0168;Alexandria Engineering Journal;Open Access;0;2017
2090-5068;Alexandria Journal of Medicine;Open Access;0;2017
2211-9264;Algal Research;Hybrid;2500;2017
0301-0546;Allergologia et Immunopathologia;Hybrid;3000;2017
1323-8930;Allergology International;Open Access;0;2017
1875-0672;Alter - European Journal of Disability research, Revue européenne de recherche sur le handicap;Hybrid;3000;2017
2352-8729;Alzheimer's and Dementia: Diagnosis, Assessment and Disease Monitoring;Open Access;2000;2017
1552-5260;Alzheimer's and Dementia: The Journal of the Alzheimer's Association;Hybrid;3000;2017
2352-8737;Alzheimer's and Dementia: Translational Research and Clinical Interventions;Open Access;2000;2017
0002-8703;American Heart Journal;Hybrid;3000;2017
0735-6757;American Journal of Emergency Medicine;Hybrid;2500;2017
0272-6386;American Journal of Kidney Diseases;Hybrid;3000;2017
0002-9378;American Journal of Obstetrics and Gynecology;Hybrid;3550;2017
0002-9394;American Journal of Ophthalmology;Hybrid;3300;2017
2451-9936;American Journal of Ophthalmology Case Reports;Open Access;750;2017
0889-5406;American Journal of Orthodontics and Dentofacial Orthopedics;Hybrid;3000;2017
0196-0709;American Journal of Otolaryngology--Head and Neck Medicine and Surgery;Hybrid;2500;2017
0749-3797;American Journal of Preventive Medicine;Hybrid;2500;2017
2215-0390;Ampersand;Open Access;1000;2017
1075-9964;Anaerobe;Hybrid;1750;2017
1472-0299;Anaesthesia and Intensive Care Medicine;Hybrid;3000;2017
0185-1225;Anales de Antropología;Open Access;0;2017
1695-4033;Anales de Pediatria;Hybrid;3000;2017
2213-6657;Analytic Methods in Accident Research;Hybrid;1800;2017
0003-2670;Analytica Chimica Acta;Hybrid;3300;2017
0003-2697;Analytical Biochemistry;Hybrid;3300;2017
2214-1812;Analytical Chemistry Research;Open Access;1500;2017
1932-2275;Anesthesiology Clinics;Hybrid;3000;2017
0003-3170;Angiología;Hybrid;3000;2017
0003-3472;Animal Behaviour;Hybrid;2400;2017
0377-8401;Animal Feed Science and Technology;Hybrid;2500;2017
2405-6545;Animal Nutrition;Open Access;0;2017
0378-4320;Animal Reproduction Science;Hybrid;2500;2017
0003-3928;Annales de cardiologie et d'angéiologie;Hybrid;3000;2017
0294-1260;Annales de chirurgie plastique esthétique;Hybrid;3000;2017
0151-9638;Annales de Dermatologie et de Vénéréologie;Hybrid;3000;2017
0294-1449;Annales de l'Institut Henri Poincaré / Analyse non linéaire;Hybrid;700;2017
0753-3969;Annales de Paléontologie;Hybrid;3000;2017
0242-6498;Annales de Pathologie;Hybrid;3000;2017
0003-4266;Annales d'Endocrinologie;Hybrid;3000;2017
1879-7261;Annales françaises d’oto-rhino-laryngologie et de pathologie cervico-faciale;Hybrid;3000;2017
0003-4487;Annales médico-psychologiques;Hybrid;3000;2017
0003-4509;Annales Pharmaceutiques Françaises;Hybrid;3000;2017
1512-1887;Annals of Agrarian Science;Open Access;0;2017
0570-1783;Annals of Agricultural Sciences;Open Access;0;2017
1081-1206;Annals of Allergy, Asthma and Immunology;Hybrid;3000;2017
0940-9602;Annals of Anatomy;Hybrid;1800;2017
1092-9134;Annals of Diagnostic Pathology;Hybrid;2500;2017
0196-0644;Annals of Emergency Medicine;Hybrid;3000;2017
1047-2797;Annals of Epidemiology;Hybrid;3000;2017
2214-9996;Annals of Global Health;Hybrid;1200;2017
2049-0801;Annals of Medicine and Surgery;Open Access;850;2017
0306-4549;Annals of Nuclear Energy;Hybrid;1900;2017
1877-0657;Annals of Physical and Rehabilitation Medicine;Hybrid;3000;2017
0003-4916;Annals of Physics;Hybrid;2200;2017
0168-0072;Annals of Pure and Applied Logic;Hybrid;1500;2017
0160-7383;Annals of Tourism Research;Hybrid;1800;2017
0890-5096;Annals of Vascular Surgery;Hybrid;1700;2017
1367-5788;Annual Reviews in Control;Hybrid;3100;2017
2213-3054;Anthropocene;Hybrid;2500;2017
0166-3542;Antiviral Research;Hybrid;2600;2017
1133-0740;Anuario de Psicología Jurídica;Open Access;0;2017
1870-4654;Anuario Mexicano de Derecho Internacional;Open Access;0;2017
0001-2092;AORN Journal;Hybrid;3000;2017
0976-0016;Apollo Medicine;Hybrid;3000;2017
0195-6663;Appetite;Hybrid;2800;2017
0003-682X;Applied Acoustics;Hybrid;2400;2017
1063-5203;Applied and Computational Harmonic Analysis;Hybrid;1500;2017
2212-0661;Applied and Translational Genomics;Open Access;1500;2017
0168-1591;Applied Animal Behaviour Science;Hybrid;3000;2017
0926-860X;Applied Catalysis A, General;Hybrid;2500;2017
0926-3373;Applied Catalysis B: Environmental;Hybrid;2850;2017
0169-1317;Applied Clay Science;Hybrid;2500;2017
2210-8327;Applied Computing and Informatics;Open Access;0;2017
0306-2619;Applied Energy;Hybrid;3300;2017
0003-6870;Applied Ergonomics;Hybrid;3100;2017
0883-2927;Applied Geochemistry;Hybrid;2500;2017
0143-6228;Applied Geography;Hybrid;2300;2017
2352-9407;Applied Materials Today;Hybrid;2100;2017
0307-904X;Applied Mathematical Modelling;Hybrid;1500;2017
0096-3003;Applied Mathematics and Computation;Hybrid;1500;2017
0893-9659;Applied Mathematics Letters;Hybrid;1500;2017
0168-9274;Applied Numerical Mathematics;Hybrid;1300;2017
0897-1897;Applied Nursing Research;Hybrid;2000;2017
0141-1187;Applied Ocean Research;Hybrid;2500;2017
0969-8043;Applied Radiation and Isotopes;Hybrid;2200;2017
1568-4946;Applied Soft Computing Journal;Hybrid;2400;2017
0929-1393;Applied Soil Ecology;Hybrid;2500;2017
0169-4332;Applied Surface Science;Hybrid;2600;2017
1359-4311;Applied Thermal Engineering;Hybrid;2850;2017
1886-6581;Apunts. Medicina de l'Esport;Hybrid;3000;2017
0144-8609;Aquacultural Engineering;Hybrid;3600;2017
0044-8486;Aquaculture;Hybrid;3600;2017
2352-5134;Aquaculture Reports;Open Access;1000;2017
0304-3770;Aquatic Botany;Hybrid;3300;2017
0166-445X;Aquatic Toxicology;Hybrid;3700;2017
2214-4625;Arab Economic and Business Journal;Open Access;0;2017
1687-1979;Arab Journal of Gastroenterology;Hybrid;3000;2017
1319-5166;Arab Journal of Mathematical Sciences;Open Access;0;2017
2090-598X;Arab Journal of Urology;Open Access;0;2017
1878-5352;Arabian Journal of Chemistry;Open Access;0;2017
2352-2267;Archaeological Research in Asia;Hybrid;1100;2017
0929-693X;Archives de pédiatrie;Hybrid;3000;2017
1775-8785;Archives des Maladies Professionnelles et de l'Environnement;Hybrid;3000;2017
0003-9861;Archives of Biochemistry and Biophysics;Hybrid;3000;2017
1875-2136;Archives of Cardiovascular Diseases;Hybrid;3000;2017
1644-9665;Archives of Civil and Mechanical Engineering;Hybrid;3000;2017
0167-4943;Archives of Gerontology and Geriatrics;Hybrid;2500;2017
0188-4409;Archives of Medical Research;Hybrid;2750;2017
0003-9969;Archives of Oral Biology;Hybrid;2500;2017
0003-9993;Archives of Physical Medicine and Rehabilitation;Hybrid;3300;2017
0883-9417;Archives of Psychiatric Nursing;Hybrid;2500;2017
0300-2896;Archivos de Bronconeumologia;Hybrid;3000;2017
1579-2129;Archivos de Bronconeumología (English Edition);Hybrid;3000;2017
1405-9940;Archivos de Cardiología de México;Open Access;0;2017
0365-6691;Archivos de la Sociedad Espanola de Oftalmologia;Hybrid;3000;2017
2173-5794;Archivos de la Sociedad Española de Oftalmología (English Ed);Hybrid;3000;2017
1872-9312;Artery Research;Hybrid;3000;2017
2352-3441;Arthroplasty Today;Open Access;1995;2017
1467-8039;Arthropod Structure and Development;Hybrid;2400;2017
2212-6287;Arthroscopy Techniques;Hybrid;3000;2017
0749-8063;Arthroscopy: The Journal of Arthroscopic and Related Surgery;Hybrid;2500;2017
0004-3702;Artificial Intelligence;Hybrid;2400;2017
0933-3657;Artificial Intelligence In Medicine;Hybrid;2500;2017
1029-3132;Asia Pacific Management Review;Hybrid;0;2017
2468-824X;Asian Journal of Anesthesiology;Open Access;0;2017
1818-0876;Asian Journal of Pharmaceutical Sciences;Open Access;0;2017
1876-2018;Asian Journal of Psychiatry;Hybrid;2500;2017
1015-9584;Asian Journal of Surgery;Open Access;0;2017
2214-3882;Asian Journal of Urology;Open Access;0;2017
1976-1317;Asian Nursing Research;Open Access;1000;2017
2221-1691;Asian Pacific Journal of Tropical Biomedicine;Open Access;0;2017
1995-7645;Asian Pacific Journal of Tropical Medicine;Open Access;0;2017
2214-6873;Asia-Pacific Journal of Sports Medicine, Arthroscopy, Rehabilitation and Technology;Open Access;0;2017
1075-2935;Assessing Writing;Hybrid;1800;2017
2213-1337;Astronomy and Computing;Hybrid;2200;2017
0927-6505;Astroparticle Physics;Hybrid;2200;2017
0212-6567;Atencion Primaria;Open Access;0;2017
0021-9150;Atherosclerosis;Hybrid;3000;2017
1567-5688;Atherosclerosis (Supplements) (Component);Hybrid;3000;2017
1061-3315;Atlas of the Oral and Maxillofacial Surgery Clinics of North A;Hybrid;3000;2017
0187-6236;Atmósfera;Open Access;0;2017
1352-2310;Atmospheric Environment;Hybrid;1200;2017
1309-1042;Atmospheric Pollution Research;Hybrid;1500;2017
0169-8095;Atmospheric Research;Hybrid;2850;2017
0092-640X;Atomic Data and Nuclear Data Tables;Hybrid;2200;2017
0385-8146;Auris Nasus Larynx;Hybrid;3000;2017
1574-6267;Australasian Emergency Nursing Journal;Hybrid;1700;2017
1441-3582;Australasian Marketing Journal (AMJ);Hybrid;1100;2017
1036-7314;Australian Critical Care;Hybrid;1700;2017
1568-9972;Autoimmunity Reviews;Hybrid;3800;2017
0005-1098;Automatica;Hybrid;3100;2017
0926-5805;Automation in Construction;Hybrid;2500;2017
1566-0702;Autonomic Neuroscience: Basic and Clinical;Hybrid;2500;2017
2210-5336;Basal Ganglia;Hybrid;1700;2017
1439-1791;Basic and Applied Ecology;Hybrid;3000;2017
0005-2728;BBA - Bioenergetics;Hybrid;3800;2017
0005-2736;BBA - Biomembranes;Hybrid;3300;2017
1874-9399;BBA - Gene Regulatory Mechanisms;Hybrid;3800;2017
0304-4165;BBA - General Subjects;Hybrid;3800;2017
1388-1981;BBA - Molecular and Cell Biology of Lipids;Hybrid;3800;2017
0925-4439;BBA - Molecular Basis of Disease;Hybrid;3800;2017
0167-4889;BBA - Molecular Cell Research;Hybrid;3800;2017
1570-9639;BBA - Proteins and Proteomics;Hybrid;3300;2017
0304-419X;BBA - Reviews on Cancer;Hybrid;3800;2017
2214-6474;BBA Clinical;Open Access;750;2017
0005-7894;Behavior Therapy;Hybrid;3000;2017
0005-7967;Behaviour Research and Therapy;Hybrid;3270;2017
0166-4328;Behavioural Brain Research;Hybrid;2600;2017
0376-6357;Behavioural Processes;Hybrid;2200;2017
2314-8535;Beni-Suef University Journal of Basic and Applied Sciences;Open Access;0;2017
1521-6896;Best Practice and Research Clinical Anaesthesiology;Hybrid;2500;2017
1521-690X;Best Practice and Research Clinical Endocrinology and Metabolism;Hybrid;2500;2017
1521-6918;Best Practice and Research Clinical Gastroenterology;Hybrid;2500;2017
1521-6926;Best Practice and Research Clinical Haematology;Hybrid;2000;2017
1521-6934;Best Practice and Research Clinical Obstetrics and Gynaecology;Hybrid;2500;2017
1521-6942;Best Practice and Research Clinical Rheumatology;Hybrid;2500;2017
2214-5796;Big Data Research;Hybrid;2400;2017
2212-6198;Bioactive Carbohydrates and Dietary Fibre;Hybrid;3000;2017
2452-199X;Bioactive Materials;Open Access;0;2017
1878-8181;Biocatalysis and Agricultural Biotechnology;Hybrid;2200;2017
0006-291X;Biochemical and Biophysical Research Communications;Hybrid;2200;2017
1369-703X;Biochemical Engineering Journal;Hybrid;3300;2017
0006-2952;Biochemical Pharmacology;Hybrid;3800;2017
0305-1978;Biochemical Systematics and Ecology;Hybrid;2600;2017
2405-5808;Biochemistry and Biophysics Reports;Open Access;1500;2017
0300-9084;Biochimie;Hybrid;2400;2017
2214-0085;Biochimie Open;Open Access;1200;2017
0208-5216;Biocybernetics and Biomedical Engineering;Hybrid;1500;2017
1567-5394;Bioelectrochemistry;Hybrid;2600;2017
0006-3207;Biological Conservation;Hybrid;3200;2017
1049-9644;Biological Control;Hybrid;3000;2017
0006-3223;Biological Psychiatry;Hybrid;3300;2017
2451-9022;Biological Psychiatry: Cognitive Neuroscience and Neuroimaging;Hybrid;3000;2017
0301-0511;Biological Psychology;Hybrid;2800;2017
2212-683X;Biologically Inspired Cognitive Architectures;Hybrid;2400;2017
1045-1056;Biologicals;Hybrid;3000;2017
1083-8791;Biology of Blood and Marrow Transplantation;Hybrid;3450;2017
0961-9534;Biomass and Bioenergy;Hybrid;3300;2017
0142-9612;Biomaterials;Hybrid;3500;2017
0895-3988;Biomedical and Environmental Sciences;Hybrid;0;2017
1746-8094;Biomedical Signal Processing and Control;Hybrid;1500;2017
0753-3322;Biomedicine and Pharmacotherapy;Hybrid;3000;2017
2214-7535;Biomolecular Detection and Quantification;Open Access;1950;2017
0968-0896;Bioorganic and Medicinal Chemistry;Hybrid;2200;2017
0960-894X;Bioorganic and Medicinal Chemistry Letters;Hybrid;2200;2017
0045-2068;Bioorganic Chemistry;Hybrid;2600;2017
0301-4622;Biophysical Chemistry;Hybrid;3300;2017
0006-3495;Biophysical Journal;Hybrid;1800;2017
2405-8866;Bioprinting;Hybrid;1700;2017
0960-8524;Bioresource Technology;Hybrid;3300;2017
0956-5663;Biosensors and Bioelectronics;Hybrid;3300;2017
2405-4518;Biosurface and Biotribology;Open Access;0;2017
0303-2647;BioSystems;Hybrid;1800;2017
1537-5110;Biosystems Engineering;Hybrid;2750;2017
0734-9750;Biotechnology Advances;Hybrid;3700;2017
2215-017X;Biotechnology Reports;Open Access;1500;2017
2352-5738;Biotribology;Hybrid;1000;2017
1079-9796;Blood Cells, Molecules and Diseases;Hybrid;3300;2017
0268-960X;Blood Reviews;Hybrid;3000;2017
1740-1445;Body Image;Hybrid;1800;2017
0366-3175;Boletín de la Sociedad Española de Cerámica y Vidrio;Open Access;0;2017
1665-1146;Boletín Médico del Hospital Infantil de México;Open Access;0;2017
0041-8633;Boletín Mexicano de Derecho Comparado;Open Access;0;2017
8756-3282;Bone;Hybrid;2300;2017
2352-1872;Bone Reports;Open Access;1500;2017
2214-8450;Borsa Istanbul Review;Open Access;0;2017
1538-4721;Brachytherapy;Hybrid;3300;2017
0278-2626;Brain and Cognition;Hybrid;1800;2017
0387-7604;Brain and Development;Hybrid;3000;2017
0093-934X;Brain and Language;Hybrid;2300;2017
0889-1591;Brain Behavior and Immunity;Hybrid;2800;2017
0006-8993;Brain Research;Hybrid;2200;2017
0361-9230;Brain Research Bulletin;Hybrid;2200;2017
1935-861X;Brain Stimulation;Hybrid;2500;2017
0034-7094;Brazilian Journal of Anesthesiology;Open Access;0;2017
0104-0014;Brazilian Journal of Anesthesiology (English edition);Open Access;0;2017
1413-8670;Brazilian Journal of Infectious Diseases;Open Access;0;2017
1808-8694;Brazilian Journal of Otorhinolaryngology;Open Access;0;2017
0266-4356;British Journal of Oral and Maxillofacial Surgery;Hybrid;3300;2017
2340-9436;BRQ Business Research Quarterly;Open Access;0;2017
0360-1323;Building and Environment;Hybrid;2500;2017
0007-4497;Bulletin des sciences mathématiques;Hybrid;750;2017
1110-0931;Bulletin of Faculty of Pharmacy, Cairo University;Open Access;0;2017
2213-0586;Burnout Research;Open Access;750;2017
0305-4179;Burns;Hybrid;3000;2017
0007-6813;Business Horizons;Hybrid;1800;2017
0007-9820;Cahiers de la puéricultrice;Hybrid;3000;2017
0007-9960;Cahiers de Nutrition et de Diététique;Hybrid;3000;2017
0364-5916;Calphad;Hybrid;2500;2017
0846-5371;Canadian Association of Radiologists Journal;Hybrid;1700;2017
0828-282X;Canadian Journal of Cardiology;Hybrid;3000;2017
1499-2671;Canadian Journal of Diabetes;Hybrid;3300;2017
0008-4182;Canadian Journal of Ophthalmology/Journal canadien d'ophtalmologie;Hybrid;3000;2017
1278-3218;Cancer / Radiothérapie;Hybrid;3000;2017
1535-6108;Cancer Cell;Hybrid;5000;2017
1877-7821;Cancer Epidemiology;Hybrid;2500;2017
2210-7762;Cancer Genetics;Hybrid;3000;2017
0304-3835;Cancer Letters;Hybrid;3200;2017
2468-2942;Cancer Treatment and Research Communications;Hybrid;600;2017
0305-7372;Cancer Treatment Reviews;Hybrid;3000;2017
0144-8617;Carbohydrate Polymers;Hybrid;2800;2017
0008-6215;Carbohydrate Research;Hybrid;3300;2017
0008-6223;Carbon;Hybrid;3500;2017
1877-9182;Cardiac Electrophysiology Clinics;Hybrid;3000;2017
1889-898X;Cardiocore;Hybrid;3000;2017
0733-8651;Cardiology Clinics;Hybrid;3000;2017
1054-8807;Cardiovascular Pathology;Hybrid;3000;2017
1553-8389;Cardiovascular Revascularization Medicine;Hybrid;2500;2017
1526-4114;Caring For The Ages;Hybrid;3000;2017
2214-9112;Case Reports in Women's Health;Open Access;500;2017
2214-5095;Case Studies in Construction Materials;Open Access;500;2017
2213-2902;Case Studies in Engineering Failure Analysis;Open Access;500;2017
2214-398X;Case Studies in Fire Safety;Open Access;500;2017
2351-9886;Case Studies in Mechanical Systems and Signal Processing;Open Access;500;2017
2214-6571;Case Studies in Nondestructive Testing and Evaluation;Open Access;500;2017
2214-3998;Case Studies in Structural Engineering;Open Access;500;2017
2214-157X;Case Studies in Thermal Engineering;Open Access;500;2017
2213-624X;Case Studies on Transport Policy;Hybrid;1800;2017
1566-7367;Catalysis Communications;Hybrid;2200;2017
0920-5861;Catalysis Today;Hybrid;3300;2017
0341-8162;Catena;Hybrid;2500;2017
