issn;journal_title;oa_mode;apc;year;;;
2156-7697;Politics, Religion & Ideology;Hybrid;2950;2016;;;
1470-1014;Politikon;Hybrid;2950;2016;;;
1563-5333;Polycyclic Aromatic Compounds;Hybrid;2950;2016;;;
1558-3716;Polymer Reviews;Hybrid;2950;2016;;;
1525-6111;Polymer-Plastics Technology and Engineering;Hybrid;2950;2016;;;
1540-5710;Popular Communication;Hybrid;2950;2016;;;
1740-1712;Popular Music and Society;Hybrid;2950;2016;;;
1477-4747;Population Studies;Hybrid;2950;2016;;;
2326-8751;Porn Studies;Hybrid;2950;2016;;;
1466-1888;Postcolonial Studies;Hybrid;2950;2016;;;
1465-3958;Post-Communist Economies;Hybrid;2950;2016;;;
1938-2855;Post-Soviet Affairs;Hybrid;2950;2016;;;
1742-4909;Practice;Hybrid;2950;2016;;;
1545-0066;Prehospital Emergency Care;Hybrid;2950;2016;;;
1532-2297;Preparative Biochemistry and Biotechnology;Hybrid;2950;2016;;;
1940-4387;Preventing School Failure: Alternative Education for Children and Youth;Hybrid;2950;2016;;;
1935-4053;PRIMUS;Hybrid;2950;2016;;;
1933-690X;Prion;Hybrid;2950;2016;;;
1557-931X;Problems of Economic Transition;Hybrid;2950;2016;;;
1557-783X;Problems of Post-Communism;Hybrid;2950;2016;;;
2169-3277;Production & Manufacturing Research;Open Access;See Instructions for Authors;2016;;;
1366-5871;Production Planning & Control;Hybrid;2950;2016;;;
1941-5265;Professional Development in Education;Hybrid;2950;2016;;;
1470-1030;Prometheus;Hybrid;2950;2016;;;
1743-9426;Prose Studies;Hybrid;2950;2016;;;
1943-281X;Psychiatry;Hybrid;2950;2016;;;
1934-1687;Psychiatry, Psychology and Law;Hybrid;2950;2016;;;
1940-9222;Psychoanalytic Dialogues;Hybrid;2950;2016;;;
1940-9133;Psychoanalytic Inquiry;Hybrid;2950;2016;;;
2163-6958;Psychoanalytic Perspectives;Hybrid;2950;2016;;;
1474-9734;Psychoanalytic Psychotherapy;Hybrid;2950;2016;;;
1522-9033;Psychoanalytic Social Work;Hybrid;2950;2016;;;
1475-3626;Psychodynamic Practice;Hybrid;2950;2016;;;
1532-7965;Psychological Inquiry;Hybrid;2950;2016;;;
1556-3030;Psychological Perspectives;Hybrid;2950;2016;;;
1476-8321;Psychology & Health;Hybrid;2950;2016;;;
1941-9902;Psychology & Sexuality;Hybrid;2950;2016;;;
1477-2744;Psychology, Crime & Law;Hybrid;2950;2016;;;
1465-3966;Psychology, Health & Medicine;Hybrid;2950;2016;;;
1752-2447;Psychosis;Hybrid;2950;2016;;;
1468-4381;Psychotherapy Research;Hybrid;2950;2016;;;
1989-9386;Psyecology;Hybrid;2950;2016;;;
2150-2560;Public Art Dialogue;Hybrid;2950;2016;;;
1558-0989;Public Integrity;Hybrid;2950;2016;;;
1541-1540;Public Library Quarterly;Hybrid;2950;2016;;;
1471-9045;Public Management Review;Hybrid;2950;2016;;;
1467-9302;Public Money & Management;Hybrid;2950;2016;;;
1557-9271;Public Performance & Management Review;Hybrid;2950;2016;;;
1522-9114;Public Services Quarterly;Hybrid;2950;2016;;;
1727-933X;Quaestiones Mathematicae;Hybrid;2950;2016;;;
1478-0895;Qualitative Research in Psychology;Hybrid;2950;2016;;;
2159-6778;Qualitative Research in Sport, Exercise and Health;Hybrid;2950;2016;;;
1745-9443;Qualitative Research Reports in Communication;Hybrid;2950;2016;;;
1532-4222;Quality Engineering;Hybrid;2950;2016;;;
1470-1081;Quality in Higher Education;Hybrid;2950;2016;;;
1469-7696;Quantitative Finance;Hybrid;2950;2016;;;
2164-9510;Quantitative Finance Letters;Open Access;See Instructions for Authors;2016;;;
2116-7176;Quantitative InfraRed Thermography Journal;Hybrid;2950;2016;;;
1479-5779;Quarterly Journal of Speech;Hybrid;2950;2016;;;
1543-5326;Quarterly Review of Film and Video;Hybrid;2950;2016;;;
1543-2750;Quest;Hybrid;2950;2016;;;
1470-109X;Race Ethnicity and Education;Hybrid;2950;2016;;;
1029-4953;Radiation Effects and Defects in Solids;Hybrid;2950;2016;;;
2167-5511;Rare Diseases;Open Access;See Instructions for Authors;2016;;;
1521-0693;Reading & Writing Quarterly;Hybrid;2950;2016;;;
1521-0685;Reading Psychology;Hybrid;2950;2016;;;
1470-1103;Reflective Practice;Hybrid;2950;2016;;;
1743-9434;Regional & Federal Studies;Hybrid;2950;2016;;;
1360-0591;Regional Studies;Hybrid;2950;2016;;;
2168-1376;Regional Studies, Regional Science;Open Access;See Instructions for Authors;2016;;;
1096-1151;Religion;Hybrid;2950;2016;;;
1949-8381;Religion & Education;Hybrid;2950;2016;;;
2153-5981;Religion, Brain & Behavior;Hybrid;2950;2016;;;
1465-3974;Religion, State & Society;Hybrid;2950;2016;;;
1547-3201;Religious Education;Hybrid;2950;2016;;;
2150-7058;Remote Sensing Letters;Hybrid;2950;2016;;;
1525-6049;Renal Failure;Hybrid;2950;2016;;;
1749-4001;Representation;Hybrid;2950;2016;;;
2376-0826;Research and Policy on Turkey;Hybrid;2950;2016;;;
2329-7026;Research and Practice in Intellectual and Developmental Disabilities;Hybrid;2950;2016;;;
1470-1111;Research in Dance Education;Hybrid;2950;2016;;;
1470-112X;Research in Drama Education: The Journal of Applied Theatre and Performance;Hybrid;2950;2016;;;
1542-7617;Research in Human Development;Hybrid;2950;2016;;;
1754-0178;Research in Mathematics Education;Hybrid;2950;2016;;;
1432-2110;Research in Nondestructive Evaluation;Hybrid;2950;2016;;;
1747-5112;Research in Post-Compulsory Education;Hybrid;2950;2016;;;
1470-1138;Research in Science & Technological Education;Hybrid;2950;2016;;;
1543-8635;Research in Sports Medicine;Hybrid;2950;2016;;;
1467-5862;Research into Higher Education Abstracts;Hybrid;2950;2016;;;
1532-7973;Research on Language and Social Interaction;Hybrid;2950;2016;;;
1470-1146;Research Papers in Education;Hybrid;2950;2016;;;
2168-3824;Research Quarterly for Exercise and Sport;Hybrid;2950;2016;;;
1541-0358;Residential Treatment for Children & Youth;Hybrid;2950;2016;;;
2169-3307;Resilience;Hybrid;2950;2016;;;
2050-473X;Restorative Justice;Hybrid;2950;2016;;;
1470-1154;Rethinking History;Hybrid;2950;2016;;;
1475-8059;Rethinking Marxism;Hybrid;2950;2016;;;
1535-8593;Review of Communication;Hybrid;2950;2016;;;
1556-3022;Review of Education, Pedagogy, and Cultural Studies;Hybrid;2950;2016;;;
1466-4526;Review of International Political Economy;Hybrid;2950;2016;;;
1465-3982;Review of Political Economy;Hybrid;2950;2016;;;
1470-1162;Review of Social Economy;Hybrid;2950;2016;;;
1743-0666;Review: Literature and Arts of the Americas;Hybrid;2950;2016;;;
1556-3014;Reviews in Anthropology;Hybrid;2950;2016;;;
2330-8257;Reviews in Fisheries Science & Aquaculture;Hybrid;2950;2016;;;
1579-3680;Revista de Psicolog¡a Social;Hybrid;2950;2016;;;
1743-7873;Revolutionary Russia;Hybrid;2950;2016;;;
1532-7981;Rhetoric Review;Hybrid;2950;2016;;;
1930-322X;Rhetoric Society Quarterly;Hybrid;2950;2016;;;
2159-8355;Ringing & Migration;Hybrid;2950;2016;;;
1555-8584;RNA Biology;Hybrid;2950;2016;;;
2164-7402;Road Materials and Pavement Design;Hybrid;2950;2016;;;
1940-1167;Rock Music Studies;Hybrid;2950;2016;;;
1940-865X;Roeper Review;Hybrid;2950;2016;;;
1940-3216;Romance Quarterly;Hybrid;2950;2016;;;
2167-4027;Royal Musical Association Research Chronicle;Hybrid;2950;2016;;;
2204-0536;Rural Society;Hybrid;2950;2016;;;
1558-0423;Russian Education & Society;Hybrid;2950;2016;;;
1940-9427;Russian Journal of Communication;Hybrid;2950;2016;;;
1558-0962;Russian Politics & Law;Hybrid;2950;2016;;;
1557-7848;Russian Social Science Review;Hybrid;2950;2016;;;
1558-0881;Russian Studies in History;Hybrid;2950;2016;;;
1944-7167;Russian Studies in Literature;Hybrid;2950;2016;;;
1558-0431;Russian Studies in Philosophy;Hybrid;2950;2016;;;
1543-1304;Safundi;Hybrid;2950;2016;;;
1813-4424;SAHARA-J: Journal of Social Aspects of HIV/AIDS;Open Access;See Instructions for Authors;2016;;;
1029-046X;SAR and QSAR in Environmental Research;Hybrid;2950;2016;;;
1651-2030;Scandinavian Actuarial Journal;Hybrid;2950;2016;;;
1651-2006;Scandinavian Cardiovascular Journal;Hybrid;2950;2016;;;
1750-2837;Scandinavian Economic History Review;Hybrid;2950;2016;;;
1502-7686;Scandinavian Journal of Clinical and Laboratory Investigation;Hybrid;2950;2016;;;
1745-3011;Scandinavian Journal of Disability Research;Hybrid;2950;2016;;;
1470-1170;Scandinavian Journal of Educational Research;Hybrid;2950;2016;;;
1651-1891;Scandinavian Journal of Forest Research;Hybrid;2950;2016;;;
1502-7708;Scandinavian Journal of Gastroenterology;Hybrid;2950;2016;;;
1502-7716;Scandinavian Journal of History;Hybrid;2950;2016;;;
1502-2269;Scandinavian Journal of Hospitality and Tourism;Hybrid;2950;2016;;;
1502-7724;Scandinavian Journal of Primary Health Care;Open Access;See Instructions for Authors;2016;;;
1502-7732;Scandinavian Journal of Rheumatology;Hybrid;2950;2016;;;
1502-7244;Scandinavian Journal of the Old Testament;Hybrid;2950;2016;;;
1600-082X;Scando-Slavica;Hybrid;2950;2016;;;
1744-5124;School Effectiveness and School Improvement;Hybrid;2950;2016;;;
1364-2626;School Leadership & Management;Hybrid;2950;2016;;;
1541-1109;Science & Technology Libraries;Hybrid;2950;2016;;;
1940-1302;Science Activities: Classroom Projects and Curriculum Ideas;Hybrid;2950;2016;;;
2374-474X;Science and Technology for the Built Environment;Hybrid;1500;2016;;;
1470-1189;Science as Culture;Hybrid;2950;2016;;;
1532-799X;Scientific Studies of Reading;Hybrid;2950;2016;;;
1751-665X;Scottish Geographical Journal;Hybrid;2950;2016;;;
1753-5409;Scrutiny2;Hybrid;2950;2016;;;
1556-1852;Security Studies;Hybrid;2950;2016;;;
2374-5355;Self & Society;Hybrid;2950;2016;;;
1529-8876;Self and Identity;Hybrid;2950;2016;;;
1744-5205;Seminars in Ophthalmology;Hybrid;2950;2016;;;
1542-2127;Separation & Purification Reviews;Hybrid;2950;2016;;;
1520-5754;Separation Science and Technology;Hybrid;2950;2016;;;
1532-4176;Sequential Analysis;Hybrid;2950;2016;;;
1879-095X;Serials Review;Hybrid;2950;2016;;;
1533-2977;Services Marketing Quarterly;Hybrid;2950;2016;;;
1838-0743;Settler Colonial Studies;Hybrid;2950;2016;;;
1472-0825;Sex Education;Hybrid;2950;2016;;;
1532-5318;Sexual Addiction & Compulsivity;Hybrid;2950;2016;;;
1468-1749;Sexual and Relationship Therapy;Hybrid;2950;2016;;;
1745-0926;Shakespeare;Hybrid;2950;2016;;;
1754-212X;Ships and Offshore Structures;Hybrid;2950;2016;;;
1744-8735;Sikh Formations;Hybrid;2950;2016;;;
1743-9523;Slavery & Abolition;Hybrid;2950;2016;;;
1522-9041;Slavic & East European Information Resources;Hybrid;2950;2016;;;
;Small Enterprise Research;Hybrid;2950;2016;;;
2154-1256;Small GTPases;Hybrid;2950;2016;;;
1743-9558;Small Wars & Insurgencies;Hybrid;2950;2016;;;
1553-0426;Smith College Studies in Social Work;Hybrid;2950;2016;;;
1743-9590;Soccer & Society;Hybrid;2950;2016;;;
1470-1197;Social & Cultural Geography;Hybrid;2950;2016;;;
2156-2245;Social and Environmental Accountability Journal;Hybrid;2950;2016;;;
1940-7874;Social Dynamics;Hybrid;2950;2016;;;
1464-5297;Social Epistemology;Hybrid;2950;2016;;;
1470-1200;Social History;Hybrid;2950;2016;;;
1363-0296;Social Identities;Hybrid;2950;2016;;;
1553-4529;Social Influence;Hybrid;2950;2016;;;
1474-2829;Social Movement Studies;Hybrid;2950;2016;;;
1747-0927;Social Neuroscience;Hybrid;2950;2016;;;
1940-5952;Social Sciences in China;Hybrid;2950;2016;;;
1470-1219;Social Semiotics;Hybrid;2950;2016;;;
1470-1227;Social Work Education;Hybrid;2950;2016;;;
1541-034X;Social Work in Health Care;Hybrid;2950;2016;;;
1533-2993;Social Work in Mental Health;Hybrid;2950;2016;;;
1937-190X;Social Work in Public Health;Hybrid;2950;2016;;;
1540-9481;Social Work with Groups;Hybrid;2950;2016;;;
1745-2635;Socialism and Democracy;Hybrid;2950;2016;;;
1521-0723;Society & Natural Resources;Hybrid;2950;2016;;;
2328-5184;Sociological Research;Hybrid;2950;2016;;;
1521-0707;Sociological Spectrum;Hybrid;2950;2016;;;
1539-4468;Soft Materials;Hybrid;2950;2016;;;
1549-7887;Soil and Sediment Contamination: An International Journal;Hybrid;2950;2016;;;
1747-0765;Soil Science and Plant Nutrition;Hybrid;2950;2016;;;
1532-2262;Solvent Extraction and Ion Exchange;Hybrid;2950;2016;;;
1369-1651;Somatosensory & Motor Research;Hybrid;2950;2016;;;
1548-3843;Souls;Hybrid;2950;2016;;;
2055-1959;Sound Studies;Hybrid;2950;2016;;;
2078-6204;South African Family Practice;Open Access;See Instructions for Authors;2016;;;
2151-2418;South African Geographical Journal;Hybrid;2950;2016;;;
1726-1686;South African Historical Journal;Hybrid;2950;2016;;;
2376-3981;South African Journal of Accounting Research;Hybrid;2950;2016;;;
2305-1159;South African Journal of African Languages;Hybrid;2950;2016;;;
1938-0275;South African Journal of International Affairs;Hybrid;2950;2016;;;
2073-4867;South African Journal of Philosophy;Hybrid;2950;2016;;;
2072-1978;South African Review of Sociology;Hybrid;2950;2016;;;
2163-7660;South African Theatre Journal;Hybrid;2950;2016;;;
1479-0270;South Asia: Journal of South Asian Studies;Hybrid;2950;2016;;;
1943-8184;South Asian Diaspora;Hybrid;2950;2016;;;
1947-2501;South Asian History and Culture;Hybrid;2950;2016;;;
1474-6697;South Asian Popular Culture;Hybrid;2950;2016;;;
2153-2699;South Asian Studies;Hybrid;2950;2016;;;
1743-9612;South European Society and Politics;Hybrid;2950;2016;;;
1743-9639;Southeast European and Black Sea Studies;Hybrid;2950;2016;;;
2220-1173;Southern African Journal of Anaesthesia and Analgesia;Open Access;See Instructions for Authors;2016;;;
2313-1810;Southern African Journal of Infectious Diseases;Open Access;See Instructions for Authors;2016;;;
1727-9461;Southern African Linguistics and Applied Language Studies;Hybrid;2950;2016;;;
1930-3203;Southern Communication Journal;Hybrid;2950;2016;;;
2070-2639;Southern Forests: a Journal of Forest Science;Hybrid;2950;2016;;;
1470-1235;Space and Polity;Hybrid;2950;2016;;;
2332-0753;Spanish Journal of Finance and Accounting / Revista Espa¤ola de Financiaci¢n y Contabilidad;Hybrid;2950;2016;;;
1542-7633;Spatial Cognition & Computation;Hybrid;2950;2016;;;
1742-1780;Spatial Economic Analysis;Hybrid;2950;2016;;;
2372-2657;Special Operations Journal;Hybrid;2950;2016;;;
1532-2289;Spectroscopy Letters;Hybrid;2950;2016;;;
2156-5562;Spermatogenesis;Hybrid;2950;2016;;;
1746-0271;Sport in History;Hybrid;2950;2016;;;
1743-0445;Sport in Society;Hybrid;2950;2016;;;
1470-1243;Sport, Education and Society;Hybrid;2950;2016;;;
1751-133X;Sport, Ethics and Philosophy;Hybrid;2950;2016;;;
1752-6116;Sports Biomechanics;Hybrid;2950;2016;;;
2164-0637;Sports Coaching Review;Hybrid;2950;2016;;;
1934-6190;Sports Technology;Hybrid;2950;2016;;;
2054-4170;Stanislavski Studies;Hybrid;2950;2016;;;
1029-4910;Statistics;Hybrid;2950;2016;;;
2330-443X;Statistics and Public Policy;Open Access;See Instructions for Authors;2016;;;
1946-6315;Statistics in Biopharmaceutical Research;Hybrid;2950;2016;;;
1558-0903;Statutes and Decisions;Hybrid;2950;2016;;;
1532-9356;Stochastic Analysis and Applications;Hybrid;2950;2016;;;
1532-4214;Stochastic Models;Hybrid;2950;2016;;;
1744-2516;Stochastics An International Journal of Probability and Stochastic Processes;Hybrid;2950;2016;;;
1744-5132;Strabismus;Hybrid;2950;2016;;;
1754-0054;Strategic Analysis;Hybrid;2950;2016;;;
2168-3778;Strategies;Hybrid;2950;2016;;;
1607-8888;Stress;Hybrid;2950;2016;;;
1532-8007;Structural Equation Modeling: A Multidisciplinary Journal;Hybrid;2950;2016;;;
1744-8980;Structure and Infrastructure Engineering;Hybrid;2950;2016;;;
1651-2308;Studia Neophilologica;Hybrid;2950;2016;;;
1502-7791;Studia Theologica - Nordic Journal of Theology;Hybrid;2950;2016;;;
2325-8039;Studies in Art Education;Hybrid;2950;2016;;;
1750-3183;Studies in Australasian Cinema;Hybrid;2950;2016;;;
2372-9996;Studies in Chinese Religions;Hybrid;2950;2016;;;
1521-0731;Studies in Conflict & Terrorism;Hybrid;2950;2016;;;
1470-126X;Studies in Continuing Education;Hybrid;2950;2016;;;
1750-3299;Studies in Documentary Film;Hybrid;2950;2016;;;
2040-3518;Studies in Eastern European Cinema;Hybrid;2950;2016;;;
2040-0594;Studies in European Cinema;Hybrid;2950;2016;;;
1758-9517;Studies in French Cinema;Hybrid;2950;2016;;;
1940-9206;Studies in Gender and Sexuality;Hybrid;2950;2016;;;
1470-174X;Studies in Higher Education;Hybrid;2950;2016;;;
1750-3140;Studies in Russian and Soviet Cinema;Hybrid;2950;2016;;;
1940-8412;Studies in Science Education;Hybrid;2950;2016;;;
1943-2186;Studies in the History of Gardens & Designed Landscapes;Hybrid;2950;2016;;;
2040-0616;Studies in Theatre and Performance;Hybrid;2950;2016;;;
1755-7550;Studies in Travel Writing;Hybrid;2950;2016;;;
1744-5140;Studies on Neotropical Fauna and Environment;Hybrid;2950;2016;;;
1467-5978;Studies on Women and Gender Abstracts;Hybrid;2950;2016;;;
1742-5972;Studying Teacher Education;Hybrid;2950;2016;;;
1547-0164;Substance Abuse;Hybrid;2950;2016;;;
1532-2491;Substance Use & Misuse;Hybrid;2950;2016;;;
1624-6039;Supply Chain Forum;Hybrid;2950;2016;;;
1029-0478;Supramolecular Chemistry;Hybrid;2950;2016;;;
2378-9697;Sustainable and Resilient Infrastructures;Hybrid;2950;2016;;;
1502-7805;Symbolae Osloenses;Hybrid;2950;2016;;;
1931-0676;Symposium: A Quarterly Journal in Modern Literatures;Hybrid;2950;2016;;;
1931-7344;Synchrotron Radiation News;Hybrid;2950;2016;;;
1553-3182;Synthesis and Reactivity in Inorganic, Metal-Organic, and Nano-Metal Chemistry;Hybrid;2950;2016;;;
1532-2432;Synthetic Communications;Hybrid;2950;2016;;;
1478-0933;Systematics and Biodiversity;Hybrid;2950;2016;;;
1939-6376;Systems Biology in Reproductive Medicine;Hybrid;2950;2016;;;
2162-8149;Systems Biomedicine;Hybrid;2950;2016;;;
2164-2583;Systems Science & Control Engineering;Open Access;See Instructions for Authors;2016;;;
1747-5120;Teacher Development;Hybrid;2950;2016;;;
1470-1278;Teachers and Teaching;Hybrid;2950;2016;;;
1532-8015;Teaching and Learning in Medicine;Hybrid;2950;2016;;;
1541-180X;Teaching Artist Journal;Hybrid;2950;2016;;;
1470-1286;Teaching Education;Hybrid;2950;2016;;;
1470-1294;Teaching in Higher Education;Hybrid;2950;2016;;;
1542-7625;Technical Communication Quarterly;Hybrid;2950;2016;;;
1555-3337;Technical Services Quarterly;Hybrid;2950;2016;;;
2029-4921;Technological and Economic Development of Economy;Hybrid;2950;2016;;;
1465-3990;Technology Analysis & Strategic Management;Hybrid;2950;2016;;;
1747-5139;Technology, Pedagogy and Education;Hybrid;2950;2016;;;
1537-2723;Technometrics;Hybrid;2950;2016;;;
2332-8959;Temperature;Hybrid;2950;2016;;;
2162-268X;Territory, Politics, Governance;Hybrid;2950;2016;;;
1556-1836;Terrorism and Political Violence;Hybrid;2950;2016;;;
1573-1936;Tertiary Education and Management;Hybrid;2950;2016;;;
1479-5760;Text and Performance Quarterly;Hybrid;2950;2016;;;
1751-8350;Textile;Hybrid;2950;2016;;;
1470-1308;Textual Practice;Hybrid;2950;2016;;;
2325-548X;The AAG Review of Books;Hybrid;2950;2016;;;
1473-0790;The Aging Male;Hybrid;2950;2016;;;
1536-0075;The American Journal of Bioethics;Hybrid;2950;2016;;;
1097-9891;The American Journal of Drug and Alcohol Abuse;Hybrid;2950;2016;;;
1521-0383;The American Journal of Family Therapy;Hybrid;2950;2016;;;
1537-2731;The American Statistician;Hybrid;2950;2016;;;
1740-9314;The Asia Pacific Journal of Anthropology;Hybrid;2950;2016;;;
2162-5387;The Black Scholar;Hybrid;2950;2016;;;
1558-0954;The Chinese Economy;Hybrid;2950;2016;;;
1939-912X;The Clearing House: A Journal of Educational Strategies, Issues and Ideas;Hybrid;2950;2016;;;
1744-4144;The Clinical Neuropsychologist;Hybrid;2950;2016;;;
1545-231X;The Clinical Supervisor;Hybrid;2950;2016;;;
1547-7487;The Communication Review;Hybrid;2950;2016;;;
1469-3704;The Curriculum Journal;Hybrid;2950;2016;;;
1756-3062;The Design Journal;Hybrid;2950;2016;;;
1547-2701;The Engineering Economist;Hybrid;2950;2016;;;
1466-4364;The European Journal of Finance;Hybrid;2950;2016;;;
1469-5936;The European Journal of the History of Economic Thought;Hybrid;2950;2016;;;
1470-1316;The European Legacy;Hybrid;2950;2016;;;
1939-926X;The Explicator;Hybrid;2950;2016;;;
1752-6884;The Geography Teacher;Hybrid;2950;2016;;;
1930-6962;The Germanic Review: Literature, Culture, Theory;Hybrid;2950;2016;;;
1873-5398;The History of the Family;Hybrid;2950;2016;;;
1547-3333;The Humanistic Psychologist;Hybrid;2950;2016;;;
1937-3279;The IES Journal Part A: Civil & Structural Engineering;Hybrid;2950;2016;;;
1087-6537;The Information Society;Hybrid;2950;2016;;;
1949-6540;The International History Review;Hybrid;2950;2016;;;
1532-7582;The International Journal for the Psychology of Religion;Hybrid;2950;2016;;;
1532-7108;The International Journal of Aviation Psychology;Hybrid;2950;2016;;;
1466-4399;The International Journal of Human Resource Management;Hybrid;2950;2016;;;
1744-053X;The International Journal of Human Rights;Hybrid;2950;2016;;;
1743-9035;The International Journal of the History of Sport;Hybrid;2950;2016;;;
1466-4402;The International Review of Retail, Distribution and Consumer Research;Hybrid;2950;2016;;;
1751-9721;The International Spectator;Hybrid;2950;2016;;;
1521-0545;The International Trade Journal;Hybrid;2950;2016;;;
1757-0417;The Interpreter and Translator Trainer;Hybrid;2950;2016;;;
2158-0812;The Irish Journal of Psychology;Hybrid;2950;2016;;;
2329-1958;The Japanese Political Economy;Hybrid;2950;2016;;;
1549-6295;The Journal for Specialists in Group Work;Hybrid;2950;2016;;;
1545-5823;The Journal of Adhesion;Hybrid;2950;2016;;;
1750-8622;The Journal of Agricultural Education and Extension;Hybrid;2950;2016;;;
1466-4410;The Journal of Architecture;Hybrid;2950;2016;;;
1930-7799;The Journal of Arts Management, Law, and Society;Hybrid;2950;2016;;;
1948-4801;The Journal of Continuing Higher Education;Hybrid;2950;2016;;;
1743-9140;The Journal of Development Studies;Hybrid;2950;2016;;;
2152-4068;The Journal of Economic Education;Hybrid;2950;2016;;;
1940-0675;The Journal of Educational Research;Hybrid;2950;2016;;;
1940-1892;The Journal of Environmental Education;Hybrid;2950;2016;;;
1940-0683;The Journal of Experimental Education;Hybrid;2950;2016;;;
1478-9957;The Journal of Forensic Psychiatry & Psychology;Hybrid;2950;2016;;;
1940-0888;The Journal of General Psychology;Hybrid;2950;2016;;;
1940-0896;The Journal of Genetic Psychology;Hybrid;2950;2016;;;
2152-2790;The Journal of Hospitality Financial Management;Hybrid;2950;2016;;;
1743-9329;The Journal of Imperial and Commonwealth History;Hybrid;2950;2016;;;
2158-3471;The Journal of International Communication;Hybrid;2950;2016;;;
1469-9559;The Journal of International Trade & Economic Development;Hybrid;2950;2016;;;
1556-1828;The Journal of Island and Coastal Archaeology;Hybrid;2950;2016;;;
1744-0564;The Journal of Legal History;Hybrid;2950;2016;;;
2305-9931;The Journal of Legal Pluralism and Unofficial Law;Hybrid;2950;2016;;;
1743-9337;The Journal of Legislative Studies;Hybrid;2950;2016;;;
1476-4954;The Journal of Maternal-Fetal & Neonatal Medicine;Hybrid;2950;2016;;;
1545-5874;The Journal of Mathematical Sociology;Hybrid;2950;2016;;;
1749-6780;The Journal of Modern Craft;Hybrid;2950;2016;;;
1743-9345;The Journal of North African Studies;Hybrid;2950;2016;;;
1469-9605;The Journal of Pacific History;Hybrid;2950;2016;;;
1743-9361;The Journal of Peasant Studies;Hybrid;2950;2016;;;
1743-9779;The Journal of Positive Psychology;Hybrid;2950;2016;;;
1940-1019;The Journal of Psychology;Hybrid;2950;2016;;;
1559-8519;The Journal of Sex Research;Hybrid;2950;2016;;;
1556-3006;The Journal of Slavic Military Studies;Hybrid;2950;2016;;;
1940-1183;The Journal of Social Psychology;Hybrid;2950;2016;;;
2152-0852;The Journal of the Middle East and Africa;Hybrid;2950;2016;;;
1754-2340;The Journal of The Textile Institute;Hybrid;2950;2016;;;
1753-2167;The Language Learning Journal;Hybrid;2950;2016;;;
1943-0353;The Law Teacher;Hybrid;2950;2016;;;
2049-680X;The Mariner's Mirror;Hybrid;2950;2016;;;
2375-8627;The Neurodiagnostic Journal;Hybrid;2950;2016;;;
1549-9243;The New Educator;Hybrid;2950;2016;;;
1746-1766;The Nonproliferation Review;Hybrid;2950;2016;;;
1470-1332;The Pacific Review;Hybrid;2950;2016;;;
2154-8978;The Polar Journal;Hybrid;2950;2016;;;
1467-9272;The Professional Geographer;Hybrid;2950;2016;;;
1747-0226;The Quarterly Journal of Experimental Psychology;Hybrid;2950;2016;;;
1541-1117;The Reference Librarian;Hybrid;2950;2016;;;
1931-7743;The Review of Faith & International Affairs;Hybrid;2950;2016;;;
1474-029X;The Round Table;Hybrid;2950;2016;;;
1744-0378;The RUSI Journal;Hybrid;2950;2016;;;
1600-0803;The Scandinavian Psychoanalytic Review;Hybrid;2950;2016;;;
1745-8935;The Senses and Society;Hybrid;2950;2016;;;
1541-1095;The Serials Librarian;Hybrid;2950;2016;;;
1743-9507;The Service Industries Journal;Hybrid;2950;2016;;;
2050-4616;The Seventeenth Century;Hybrid;2950;2016;;;
1754-1336;The Sixties;Hybrid;2950;2016;;;
2152-405X;The Social Studies;Hybrid;2950;2016;;;
1938-8101;The Teacher Educator;Hybrid;2950;2016;;;
2050-8859;The Theory and Practice of Legislation;Hybrid;2950;2016;;;
1757-0409;The Translator;Hybrid;2950;2016;;;
1530-9177;The Washington Quarterly;Hybrid;2950;2016;;;
1814-1412;The World Journal of Biological Psychiatry;Hybrid;2950;2016;;;
2332-2578;Theatre and Performance Design;Hybrid;2950;2016;;;
1944-3919;Theatre, Dance and Performance Training;Hybrid;2950;2016;;;
1474-6719;Theology and Science;Hybrid;2950;2016;;;
1464-536X;Theoretical Issues in Ergonomics Science;Hybrid;2950;2016;;;
2163-1654;Theory & Research in Social Education;Hybrid;2950;2016;;;
1543-0421;Theory Into Practice;Hybrid;2950;2016;;;
1464-0708;Thinking & Reasoning;Hybrid;2950;2016;;;
1475-5297;Third Text;Hybrid;2950;2016;;;
1360-2241;Third World Quarterly;Hybrid;2950;2016;;;
2379-9978;Third World Thematics: A TWQ Journal;Hybrid;2950;2016;;;
1751-6978;Time and Mind;Hybrid;2950;2016;;;
2168-8370;Tissue Barriers;Hybrid;2950;2016;;;
1478-3371;Total Quality Management & Business Excellence;Hybrid;2950;2016;;;
1470-1340;Tourism Geographies;Hybrid;2950;2016;;;
2156-8324;Tourism Planning & Development;Hybrid;2950;2016;;;
2320-0308;Tourism Recreation Research;Hybrid;2950;2016;;;
1029-0486;Toxicological & Environmental Chemistry;Hybrid;2950;2016;;;
1537-6524;Toxicology Mechanisms and Methods;Hybrid;2950;2016;;;
1556-9551;Toxin Reviews;Hybrid;2950;2016;;;
1538-957X;Traffic Injury Prevention;Hybrid;2950;2016;;;
1548-8659;Transactions of the American Fisheries Society;Hybrid;2950;2016;;;
2154-0098;Transactions of the Royal Society of South Africa;Hybrid;2950;2016;;;
2204-0293;Transactions of the Royal Society of South Australia;Hybrid;2950;2016;;;
