issn;journal_title;oa_model;apc;year;;;
1089-7011;WorkingUSA;Hybrid;;2015;;;
0883-2919;World Englishes;Hybrid;;2015;;;
1948-4682;"World Medical &amp; Health Policy";Hybrid;;2015;;;
1545-102x;Worldviews on Evidence-based Nursing;Hybrid;;2015;;;
1067-1927;Wound Repair and Regeneration;Hybrid;;2015;;;
0908-665x;Xenotransplantation;Hybrid;;2015;;;
0049-8246;X-Ray Spectrometry;Hybrid;;2015;;;
0749-503x;Yeast;Hybrid;;2015;;;
0044-2267;ZAMM-Zeitschrift fuer Angewandte Mathematik und Mechanik;Hybrid;;2015;;;
0733-3188;Zoo Biology;Hybrid;;2015;;;
0300-3256;Zoologica Scripta;Hybrid;;2015;;;
0024-4082;Zoological Journal of the Linnean Soc.;Hybrid;;2015;;;
1863-1959;Zoonoses and Public Health;Hybrid;;2015;;;
1435-1935;Zoosystematics and Evolution;Hybrid;;2015;;;
0591-2385;Zygon;Hybrid;;2015;;;
2052-8817;Acute Medicine & Surgery;Open Access;2250;2017;;;
2198-3844;Advanced Science;Open Access;5000;2017;;;
1474-9726;Aging Cell;Open Access;2900;2017;;;
2328-9503;Annals of Clinical and Translational Neurology;Open Access;3000;2017;;;
2050-2680;Asia & The Pacific Policy Studies;Open Access;0;2017;;;
1530-261X;Atmospheric Science Letters;Open Access;1500;2017;;;
1753-6405;Australian and New Zealand Journal of Public Health;Open Access;0;2017;;;
2380-6761;BJS Open;Open Access;2200;2017;;;
2474-9842;Bioengineering & Translational Medicine;Open Access;1800;2017;;;
2157-9032;Brain and Behavior;Open Access;2700;2017;;;
2045-7634;Cancer Medicine;Open Access;2500;2017;;;
1349-7006;Cancer Science;Open Access;2250;2017;;;
2191-1363;ChemistryOpen;Open Access;3000;2017;;;
2057-4347;Clinical and Experimental Dental Research;Open Access;2300;2017;;;
1752-8054;Clinical and Translational Science;Open Access;3000;2017;;;
2050-0904;Clinical Case Reports;Open Access;1000;2017;;;
1755-263X;Conservation Letters;Open Access;1850;2017;;;
2163-8306;CPT: Pharmacometrics & Systems Pharmacology;Open Access;3000;2017;;;
2333-5084;Earth and Space Science;Open Access;1800;2017;;;
2328-4277;Earth's Future;Open Access;1800;2017;;;
2045-7758;Ecology and Evolution;Open Access;1950;2017;;;
2150-8925;Ecosphere;Open Access;1500;2017;;;
2332-8878;Ecosystem Health and Sustainability;Open Access;1500;2017;;;
1931-4732;EFSA Journal;Open Access;2400;2017;;;
1757-4676;EMBO Molecular Medicine;Open Access;4200;2017;;;
2050-0505;Energy Science & Engineering;Open Access;1875;2017;;;
2470-9239;Epilepsia Open;Open Access;2400;2017;;;
2055-5822;ESC Heart Failure;Open Access;2700;2017;;;
2054-703X;Evidence-based Preclinical Medicine;Open Access;2500;2017;;;
2056-3744;Evolutionary Applications;Open Access;2400;2017;;;
1752-4571;Evolution Letters;Open Access;2500;2017;;;
2211-5463;FEBS Open Bio;Open Access;1350;2017;;;
2048-3694;Food and Energy Security;Open Access;2400;2017;;;
2048-7177;Food Science & Nutrition;Open Access;2200;2017;;;
1757-1693;GCB Bioenergy;Open Access;2500;2017;;;
2054-4049;Geo: Geography and Environment;Open Access;1800;2017;;;
2471-1403;GeoHealth;Open Access;1800;2017;;;
2049-6060;Geoscience Data Journal;Open Access;1500;2017;;;
2056-6646;Global Challenges;Open Access;3500;2017;;;
1369-6513;Health Expectations;Open Access;2430;2017;;;
2398-8835;Health Science Reports;Open Access;2200;2017;;;
2471-254X;Hepatology Communications;Open Access;2500;2017;;;
2050-4527;Immunity, Inflammation and Disease;Open Access;2200;2017;;;
1750-2659;Influenza and Other Respiratory Viruses;Open Access;2700;2017;;;
2473-4039;JBMR Plus;Open Access;2500;2017;;;
2397-9070;JGH Open ;Open Access;2000;2017;;;
1942-2466;Journal of Advances in Modeling Earth Systems;Open Access;50/PU;2017;;;
1526-9914 ;Journal of Applied Clinical Medical Physics;Open Access;500;2017;;;
2190-6009;Journal of Cachexia, Sarcopenia and Muscle;Open Access;2500;2017;;;
1582-1838;Journal of Cellular and Molecular Medicine;Open Access;2600;2017;;;
2040-1124;Journal of Diabetes Investigation;Open Access;3000;2017;;;
2189-7948;Journal of General and Family Medicine;Open Access;2500;2017;;;
2058-3273;Journal of Interdisciplinary Nanomedicine;Open Access;2000;2017;;;
2051-3909;Journal of Medical Radiation Sciences;Open Access;1900;2017;;;
2047-9980;Journal of the American Heart Association;Open Access;2300;2017;;;
1939-1676;Journal of Veterinary Internal Medicine;Open Access;1700;2017;;;
2378-8038;Laryngoscope Investigative Otolaryngology;Open Access;1950;2017;;;
2379-6146;Learning Health Systems;Open Access;2000;2017;;;
2378-2242;Limnology and Oceanography Letters;Open Access;2500;2017;;;
1751-7915;Microbial Biotechnology;Open Access;2876;2017;;;
2045-8827;MicrobiologyOpen;Open Access;2400;2017;;;
2324-9269;Molecular Genetics & Genomic Medicine;Open Access;2200;2017;;;
1878-0261;Molecular Oncology;Open Access;3000;2017;;;
1744-4292;Molecular Systems Biology;Open Access;4200;2017;;;
2054-1058;Nursing Open;Open Access;2000;2017;;;
2055-2238;Obesity Science & Practice;Open Access;2500;2017;;;
2052-1707;Pharmacology Research & Perspectives;Open Access;2500;2017;;;
2051-817X;Physiological Reports;Open Access;1600;2017;;;
1467-7644;Plant Biotechnology Journal;Open Access;2800;2017;;;
2475-4455;Plant Direct;Open Access;2200;2017;;;
2398-7324 ;Precision Radiation Oncology;Open Access;0;2017;;;
2052-4412;Regeneration;Open Access;2500;2017;;;
2056-3485;Remote Sensing in Ecology and Conservation;Open Access;1921;2017;;;
1445-5781;Reproductive Medicine Biology;Open Access;1600;2017;;;
2475-0379;Research and Practice in Thrombosis and Haemostasis;Open Access;2800;2017;;;
2051-3380;Respirology Case Reports;Open Access;1000;2017;;;
2157-6580;STEM CELLS and Translational Medicine;Open Access;1750;2017;;;
2055-4877;The Depositional Record;Open Access;2000;2017;;;
2056-4538;The Journal of Pathology: Clinical Research;Open Access;2000;2017;;;
1759-7714;Thoracic Cancer;Open Access;2200;2017;;;
2052-4986;Transactions of the London Mathematical Society;Open Access;Varies ;2017;;;
2053-1095;Veterinary Medicine and Science;Open Access;2000;2017;;;
2198-3844;Advanced Science;Open Access;4500;2016;;;
1474-9726;Aging Cell;Open Access;2900;2016;;;
2328-9503;Annals of Clinical and Translational Neurology;Open Access;3000;2016;;;
2050-2680;Asia & The Pacific Policy Studies;Open Access;0;2016;;;
1530-261X;Atmospheric Science Letters;Open Access;1500;2016;;;
2474-9842;Bioengineering & Translational Medicine;Open Access;1800;2016;;;
2157-9032;Brain and Behavior;Open Access;2700;2016;;;
2045-7634;Cancer Medicine;Open Access;2430;2016;;;
1349-7006;Cancer Science;Open Access;2250;2016;;;
2191-1363;ChemistryOpen;Open Access;3000;2016;;;
2057-4347;Clinical and Experimental Dental Research;Open Access;2250;2016;;;
1752-8054;Clinical and Translational Science;Open Access;3000;2016;;;
2050-0904;Clinical Case Reports;Open Access;800;2016;;;
1755-263X;Conservation Letters;Open Access;1850;2016;;;
2163-8306;CPT: Pharmacometrics & Systems Pharmacology;Open Access;3000;2016;;;
2333-5084;Earth and Space Science;Open Access;1800;2016;;;
2328-4277;Earth's Future;Open Access;1800;2016;;;
2045-7758;Ecology and Evolution;Open Access;1950;2016;;;
2150-8925;Ecosphere;Open Access;1500;2016;;;
2332-8878;Ecosystem Health and Sustainability;Open Access;1500;2016;;;
1757-4676;EMBO Molecular Medicine;Open Access;4200;2016;;;
2050-0505;Energy Science & Engineering;Open Access;1875;2016;;;
2470-9239;Epilepsia Open;Open Access;2000;2016;;;
2055-5822;ESC Heart Failure;Open Access;2500;2016;;;
2054-703X;Evidence-based Preclinical Medicine;Open Access;2400;2016;;;
2056-3744;Evolutionary Applications;Open Access;2356;2016;;;
2211-5463;FEBS Open Bio;Open Access;1350;2016;;;
2048-3694;Food and Energy Security;Open Access;2400;2016;;;
2048-7177;Food Science & Nutrition;Open Access;1950;2016;;;
2054-4049;GCB Bioenergy;Open Access;2450;2016;;;
2054-4049;Geo: Geography and Environment;Open Access;1800;2016;;;
2049-6060;Geoscience Data Journal;Open Access;1500;2016;;;
2056-6646;Global Challenges;Open Access;2500;2016;;;
1369-6513;Health Expectations;Open Access;2025;2016;;;
2050-4527;Immunity, Inflammation and Disease;Open Access;2000;2016;;;
1750-2659;Influenza and Other Respiratory Viruses;Open Access;2700;2016;;;
1942-2466;Journal of Advances in Modeling Earth Systems;Open Access;50/PU;2016;;;
2190-6009;Journal of Cachexia, Sarcopenia and Muscle;Open Access;2500;2016;;;
1582-1838;Journal of Cellular and Molecular Medicine;Open Access;2500;2016;;;
2040-1124;Journal of Diabetes Investigation;Open Access;3000;2016;;;
2058-3273;Journal of Interdisciplinary Nanomedicine;Open Access;2000;2016;;;
2051-3909;Journal of Medical Radiation Sciences;Open Access;1560;2016;;;
2047-9980;Journal of the American Heart Association;Open Access;2300;2016;;;
1939-1676;Journal of Veterinary Internal Medicine;Open Access;1650;2016;;;
2378-8038;Laryngoscope Investigative Otolaryngology;Open Access;1950;2016;;;
2379-6146;Learning Health Systems;Open Access;2000;2016;;;
2378-2242;Limnology and Oceanography Letters;Open Access;2500;2016;;;
1751-7915;Microbial Biotechnology;Open Access;2876;2016;;;
2045-8827;MicrobiologyOpen;Open Access;2349;2016;;;
2324-9269;Molecular Genetics & Genomic Medicine;Open Access;2000;2016;;;
1744-4292;Molecular Systems Biology;Open Access;4200;2016;;;
2054-1058;Nursing Open;Open Access;1650;2016;;;
2055-2238;Obesity Science & Practice;Open Access;2500;2016;;;
2052-1707;Pharmacology Research & Perspectives;Open Access;2500;2016;;;
2051-817X;Physiological Reports;Open Access;1500;2016;;;
1467-7644;Plant Biotechnology Journal;Open Access;2720;2016;;;
2052-4412;Regeneration;Open Access;2500;2016;;;
2056-3485;Remote Sensing in Ecology and Conservation;Open Access;1921;2016;;;
2051-3380;Respirology Case Reports;Open Access;800;2016;;;
2055-4877;The Depositional Record;Open Access;2000;2016;;;
2056-4538;The Journal of Pathology: Clinical Research;Open Access;2000;2016;;;
1759-7714;Thoracic Cancer;Open Access;2000;2016;;;
2053-1095;Veterinary Medicine and Science;Open Access;1650;2016;;;
1467-6281;Abacus;Hybrid;3000;2016;;;
1553-2712;Academic Emergency Medicine;Hybrid;3000;2016;;;
1467-629X;Accounting & Finance;Hybrid;3000;2016;;;
1911-3838;Accounting Perspectives;Hybrid;3000;2016;;;
1399-6576;Acta Anaesthesiologica Scandinavica;Hybrid;3000;2016;;;
1600-0390;Acta Archaeologica;Hybrid;3000;2016;;;
2053-2296;Acta Crystallograhica Section C: Crystal Structure Communications;Hybrid;3000;2016;;;
2053-2733;Acta Crystallographica Section A: Foundations of Crystallography;Hybrid;3000;2016;;;
2052-5206;Acta Crystallographica Section B: Structural Science;Hybrid;3000;2016;;;
2059-7983;Acta Crystallographica Section D: Biological Crystallography;Hybrid;3000;2016;;;
2053-230X;Acta Crystallographica Section F: Structural Biology and Crystallization Communications;Hybrid;3000;2016;;;
1755-6724;Acta Geologica Sinica (English Edition);Hybrid;3000;2016;;;
1600-0404;Acta Neurologica Scandinavica;Hybrid;3900;2016;;;
1600-0412;Acta Obstetricia et Gynecologica Scandinavica;Hybrid;3000;2016;;;
1755-3768;Acta Ophthalmologica;Hybrid;3000;2016;;;
1651-2227;Acta Paediatrica;Hybrid;3000;2016;;;
1748-1716;Acta Physiologica;Hybrid;3000;2016;;;
1600-0447;Acta Psychiatrica Scandinavica;Hybrid;4200;2016;;;
1463-6395;Acta Zoologica;Hybrid;3000;2016;;;
2052-8817;Acute Medicine & Surgery;Hybrid;3000;2016;;;
1360-0443;Addiction;Hybrid;3200;2016;;;
1369-1600;Addiction Biology;Hybrid;3000;2016;;;
2161-0029;Adultspan Journal;Hybrid;3000;2016;;;
2199-160X;Advanced Electronic Materials ;Hybrid;3500;2016;;;
1614-6840;Advanced Energy Materials;Hybrid;5000;2016;;;
1527-2648;Advanced Engineering Materials;Hybrid;3500;2016;;;
1616-3028;Advanced Functional Materials;Hybrid;5000;2016;;;
2192-2659;Advanced Healthcare Materials;Hybrid;3500;2016;;;
1521-4095;Advanced Materials;Hybrid;5000;2016;;;
2196-7350;Advanced Materials Interfaces;Hybrid;3500;2016;;;
2365-709X;Advanced Materials Technologies;Hybrid;3500;2016;;;
2195-1071;Advanced Optical Materials (Electronic);Hybrid;3500;2016;;;
1615-4169;Advanced Synthesis & Catalysis;Hybrid;3000;2016;;;
1098-2329;Advances in Polymer Technology;Hybrid;2500;2016;;;
1467-8268;African Development Review;Hybrid;3000;2016;;;
1365-2028;African Journal of Ecology;Hybrid;2700;2016;;;
1098-2337;Aggressive Behavior;Hybrid;2500;2016;;;
1520-6297;Agribusiness;Hybrid;2500;2016;;;
1461-9563;Agricultural and Forest Entomology;Hybrid;3000;2016;;;
1547-5905;AIChE Journal;Hybrid;3000;2016;;;
1530-0277;Alcoholism: Clinical and Experimental Research;Hybrid;3000;2016;;;
1365-2036;Alimentary Pharmacology & Therapeutics;Hybrid;4300;2016;;;
1398-9995;Allergy;Hybrid;4300;2016;;;
1548-1433;American Anthropologist;Hybrid;3000;2016;;;
1744-1714;American Business Law Journal;Hybrid;3000;2016;;;
1548-1425;American Ethnologist;Hybrid;3000;2016;;;
1573-2770;American Journal of Community Psychology;Hybrid;3000;2016;;;
1536-7150;American Journal of Economics and Sociology - The;Hybrid;3000;2016;;;
1096-8652;American Journal of Hematology;Hybrid;4100;2016;;;
1520-6300;American Journal of Human Biology;Hybrid;3600;2016;;;
1097-0274;American Journal of Industrial Medicine;Hybrid;3800;2016;;;
1552-4833;American Journal of Medical Genetics Part A;Hybrid;3000;2016;;;
1552-485X;American Journal of Medical Genetics Part B: Neuropsychiatric Genetics;Hybrid;3000;2016;;;
1552-4876;American Journal of Medical Genetics Part C: Seminars in Medical Genetics;Hybrid;3000;2016;;;
1096-8644;American Journal of Physical Anthropology;Hybrid;4200;2016;;;
1540-5907;American Journal of Political Science;Hybrid;3000;2016;;;
1098-2345;American Journal of Primatology;Hybrid;3700;2016;;;
1600-0897;American Journal of Reproductive Immunology;Hybrid;3500;2016;;;
1600-6143;American Journal of Transplantation;Hybrid;4000;2016;;;
1521-0391;American Journal on Addictions - The;Hybrid;3000;2016;;;
1365-2044;Anaesthesia;Hybrid;3000;2016;;;
2153-960X;Analytic Philosophy;Hybrid;2500;2016;;;
1439-0264;Anatomia Histologia Embryologia;Hybrid;2900;2016;;;
1932-8494;Anatomical Record: Advances in Integrative Anatomy and Evolutionary Biology - The;Hybrid;3000;2016;;;
1935-9780;Anatomical Sciences Education;Hybrid;3000;2016;;;
1439-0272;Andrologia;Hybrid;3300;2016;;;
2047-2927;Andrology;Hybrid;3000;2016;;;
1521-3757;Angewandte Chemie;Hybrid;4000;2016;;;
1521-3773;Angewandte Chemie International Edition;Hybrid;4000;2016;;;
1469-1795;Animal Conservation;Hybrid;3000;2016;;;
1365-2052;Animal Genetics;Hybrid;3000;2016;;;
1740-0929;Animal Science Journal;Hybrid;3000;2016;;;
1521-3889;Annalen der Physik;Hybrid;3500;2016;;;
2153-9588;Annals of Anthropological Practice;Hybrid;3000;2016;;;
1744-7348;Annals of Applied Biology;Hybrid;3000;2016;;;
1469-1809;Annals of Human Genetics;Hybrid;2900;2016;;;
1531-8249;Annals of Neurology;Hybrid;3000;2016;;;
1542-474X;Annals of Noninvasive Electrocardiology;Hybrid;2900;2016;;;
1467-8292;Annals of Public and Cooperative Economics;Hybrid;3000;2016;;;
1749-6632;Annals of the New York Academy of Sciences;Hybrid;3500;2016;;;
1548-1492;Anthropology & Education Quarterly;Hybrid;3000;2016;;;
1548-1409;Anthropology and Humanism;Hybrid;3000;2016;;;
1556-3537;Anthropology of Consciousness;Hybrid;3000;2016;;;
1548-1417;Anthropology of Work Review;Hybrid;3000;2016;;;
1467-8322;Anthropology Today;Hybrid;3000;2016;;;
1467-8330;Antipode;Hybrid;3000;2016;;;
1445-2197;ANZ Journal of Surgery;Hybrid;3000;2016;;;
1600-0463;APMIS;Hybrid;3000;2016;;;
1099-0720;Applied Cognitive Psychology;Hybrid;2500;2016;;;
1099-0739;Applied Organometallic Chemistry;Hybrid;2500;2016;;;
1464-0597;Applied Psychology;Hybrid;3000;2016;;;
1758-0854;Applied Psychology: Health and Well-Being;Hybrid;3000;2016;;;
1526-4025;Applied Stochastic Models in Business and Industry;Hybrid;2500;2016;;;
1654-109X;Applied Vegetation Science;Hybrid;3000;2016;;;
1365-2095;Aquaculture Nutrition;Hybrid;3500;2016;;;
1365-2109;Aquaculture Research;Hybrid;3500;2016;;;
1099-0755;Aquatic Conservation: Marine and Freshwater Ecosystems;Hybrid;3700;2016;;;
1600-0471;Arabian Archaeology and Epigraphy;Hybrid;2500;2016;;;
1099-0763;Archaeological Prospection;Hybrid;2500;2016;;;
1834-4453;Archaeology in Oceania;Hybrid;3000;2016;;;
1475-4754;Archaeometry;Hybrid;3000;2016;;;
1551-8248;Archeological Papers of the American Anthropological Association;Hybrid;3000;2016;;;
1521-4184;Archiv der Pharmazie;Hybrid;3000;2016;;;
1520-6327;Archives of Insect Biochemistry and Physiology;Hybrid;2500;2016;;;
1475-4762;Area;Hybrid;3000;2016;;;
2326-5205;Arthritis & Rheumatology;Hybrid;4000;2016;;;
2151-4658;Arthritis Care & Research;Hybrid;3000;2016;;;
1525-1594;Artificial Organs;Hybrid;3000;2016;;;
1744-7941;Asia Pacific Journal of Human Resources;Hybrid;3000;2016;;;
1467-8373;Asia Pacific Viewpoint;Hybrid;3000;2016;;;
1467-8381;Asian Economic Journal;Hybrid;3000;2016;;;
1748-3131;Asian Economic Policy Review;Hybrid;3000;2016;;;
1934-6093;Asian Journal of Control;Hybrid;3000;2016;;;
1758-5910;Asian Journal of Endoscopic Surgery;Hybrid;3000;2016;;;
1522-2357;Asian Journal of Organic Chemistry;Hybrid;3000;2016;;;
1467-839X;Asian Journal of Social Psychology;Hybrid;3000;2016;;;
1943-0787;Asian Politics & Policy;Hybrid;3000;2016;;;
1753-1411;Asian Social Work and Policy Review;Hybrid;3000;2016;;;
1467-8411;Asian-Pacific Economic Literature;Hybrid;3000;2016;;;
1932-2143;Asia-Pacific Journal of Chemical Engineering;Hybrid;3000;2016;;;
1743-7563;Asia-Pacific Journal of Clinical Oncology;Hybrid;3000;2016;;;
2041-6156;Asia-Pacific Journal of Financial Studies;Hybrid;3000;2016;;;
1758-5872;Asia-Pacific Psychiatry;Hybrid;3000;2016;;;
1521-3994;Astronomische Nachrichten - Astronomical Notes;Hybrid;2500;2016;;;
1530-261X;Atmospheric Science Letters;Hybrid;1530;2016;;;
1442-9993;Austral Ecology;Hybrid;3000;2016;;;
2052-1758;Austral Entomology;Hybrid;3000;2016;;;
1440-0960;Australasian Journal of Dermatology;Hybrid;3000;2016;;;
2205-0140;Australasian Journal of Ultrasound in Medicine;Hybrid;3000;2016;;;
1741-6612;Australasian Journal on Ageing;Hybrid;3000;2016;;;
1467-842X;Australia and New Zealand Journal of Statistics;Hybrid;3000;2016;;;
1835-2561;Australian Accounting Review;Hybrid;3000;2016;;;
1467-8438;Australian and New Zealand Journal of Family Therapy;Hybrid;3000;2016;;;
1479-828X;Australian and New Zealand Journal of Obstetrics and Gynaecology - The;Hybrid;3000;2016;;;
1479-828X;Australian and New Zealand Journal of Public Health;Hybrid;3000;2016;;;
1834-7819;Australian Dental Journal;Hybrid;3000;2016;;;
1467-8446;Australian Economic History Review;Hybrid;3000;2016;;;
1467-8454;Australian Economic Papers;Hybrid;3000;2016;;;
1467-8462;Australian Economic Review - The;Hybrid;3000;2016;;;
1747-4477;Australian Endodontic Journal;Hybrid;3000;2016;;;
1467-8489;Australian Journal of Agricultural and Resource Economics - The;Hybrid;3000;2016;;;
1757-6547;Australian Journal of Anthropology - The;Hybrid;3000;2016;;;
1755-0238;Australian Journal of Grape and Wine Research;Hybrid;3000;2016;;;
1742-9536;Australian Journal of Psychology;Hybrid;3000;2016;;;
1467-8500;Australian Journal of Public Administration;Hybrid;3000;2016;;;
1440-1584;Australian Journal of Rural Health;Hybrid;3000;2016;;;
1440-1630;Australian Occupational Therapy Journal;Hybrid;3000;2016;;;
1742-9544;Australian Psychologist;Hybrid;3000;2016;;;
1751-0813;Australian Veterinary Journal;Hybrid;3000;2016;;;
1939-3806;Autism Research;Hybrid;4100;2016;;;
1474-8673;Autonomic & Autacoid Pharmacology;Hybrid;2500;2016;;;
1742-7843;Basic & Clinical Pharmacology & Toxicology;Hybrid;3000;2016;;;
1365-2117;Basin Research;Hybrid;3000;2016;;;
1099-078X;Behavioral Interventions;Hybrid;2500;2016;;;
1099-0798;Behavioral Sciences & the Law;Hybrid;2500;2016;;;
1522-2365;Berichte zur Wissenschaftsgeschichte;Hybrid;3000;2016;;;
1539-3429;Biochemistry and Molecular Biology Education;Hybrid;3000;2016;;;
1521-186X;Bioelectromagnetics;Hybrid;3000;2016;;;
1521-1878;BioEssays;Hybrid;3500;2016;;;
1467-8519;Bioethics;Hybrid;3700;2016;;;
1872-8081;BioFactors;Hybrid;3000;2016;;;
1932-1031;Biofuels, Bioproducts and Biorefining;Hybrid;4400;2016;;;
1095-8312;Biological Journal of the Linnean Society;Hybrid;3000;2016;;;
1469-185X;Biological Reviews;Hybrid;3000;2016;;;
1768-322X;Biology of the Cell;Hybrid;3000;2016;;;
1099-0801;Biomedical Chromatography;Hybrid;3300;2016;;;
1521-4036;Biometrical Journal;Hybrid;3600;2016;;;
1541-0420;Biometrics;Hybrid;3000;2016;;;
1099-081X;Biopharmaceutics & Drug Disposition;Hybrid;3300;2016;;;
1097-0282;Biopolymers;Hybrid;3300;2016;;;
1470-8744;Biotechnology and Applied Biochemistry;Hybrid;3000;2016;;;
1097-0290;Biotechnology and Bioengineering;Hybrid;4200;2016;;;
1860-7314;Biotechnology Journal;Hybrid;3500;2016;;;
1520-6033;Biotechnology Progress;Hybrid;3000;2016;;;
1744-7429;Biotropica;Hybrid;3000;2016;;;
1399-5618;Bipolar Disorders;Hybrid;3700;2016;;;
1523-536X;Birth;Hybrid;2500;2016;;;
1542-0760;Birth Defects Research Part A: Clinical and Molecular Teratology;Hybrid;3000;2016;;;
1542-9741;Birth Defects Research Part B: Developmental and Reproductive Toxicology;Hybrid;3000;2016;;;
1542-9768;Birth Defects Research Part C: Embryo Today: Reviews;Hybrid;3000;2016;;;
1471-0528;BJOG An International Journal of Obstetrics and Gynaecology;Hybrid;3000;2016;;;
1464-410X;BJU International;Hybrid;3000;2016;;;
1502-3885;Boreas;Hybrid;3000;2016;;;
1095-8339;Botanical Journal of the Linnean Society;Hybrid;3000;2016;;;
1750-3639;Brain Pathology;Hybrid;3000;2016;;;
1524-4741;Breast Journal - The;Hybrid;3300;2016;;;
1469-3518;British Educational Research Journal;Hybrid;3000;2016;;;
1365-2125;British Journal of Clinical Pharmacology;Hybrid;3500;2016;;;
2044-8260;British Journal of Clinical Psychology;Hybrid;3000;2016;;;
1365-2133;British Journal of Dermatology;Hybrid;3500;2016;;;
2044-835X;British Journal of Developmental Psychology;Hybrid;3000;2016;;;
2044-8279;British Journal of Educational Psychology;Hybrid;3000;2016;;;
1467-8535;British Journal of Educational Technology;Hybrid;3000;2016;;;
1365-2141;British Journal of Haematology;Hybrid;3500;2016;;;
2044-8287;British Journal of Health Psychology;Hybrid;3000;2016;;;
1468-3156;British Journal of Learning Disabilities;Hybrid;2500;2016;;;
1467-8551;British Journal of Management;Hybrid;3000;2016;;;
2044-8317;British Journal of Mathematical and Statistical Psychology;Hybrid;3000;2016;;;
1476-5381;British Journal of Pharmacology;Hybrid;3500;2016;;;
1467-856X;British Journal of Politics & International relations - The;Hybrid;3000;2016;;;
2044-8295;British Journal of Psychology;Hybrid;3000;2016;;;
1752-0118;British Journal of Psychotherapy;Hybrid;3000;2016;;;
2044-8309;British Journal of Social Psychology;Hybrid;3000;2016;;;
1467-8578;British Journal of Special Education;Hybrid;3000;2016;;;
1365-2168;British Journal of Surgery;Hybrid;3000;2016;;;
1467-8586;Bulletin of Economic Research;Hybrid;2500;2016;;;
1470-9856;Bulletin of Latin American Research;Hybrid;3000;2016;;;
2041-5370;Bulletin of the Institute of Classical Studies;Hybrid;3000;2016;;;
1229-5949;Bulletin of the Korean Chemical Society;Hybrid;3000;2016;;;
1467-8594;Business and Society Review;Hybrid;3000;2016;;;
1467-8608;Business Ethics: A European Review;Hybrid;2500;2016;;;
1099-0836;Business Strategy and the Environment;Hybrid;3200;2016;;;
1542-4863;CA A Cancer Journal for Clinicians;Hybrid;3000;2016;;;
1541-0064;Canadian Geographer - The;Hybrid;3000;2016;;;
1936-4490;Canadian Journal of Administrative Sciences / Revue Canadienne des Sciences de l'Administration;Hybrid;3000;2016;;;
1744-7976;Canadian Journal of Agricultural Economics/Revue canadienne d'agroeconomie;Hybrid;3000;2016;;;
1939-019X;Canadian Journal of Chemical Engineering - The;Hybrid;3000;2016;;;
1540-5982;Canadian Journal of Economics;Hybrid;3000;2016;;;
1708-945X;Canadian Journal of Statistics - The;Hybrid;3000;2016;;;
1754-7121;Canadian Public Administration / Administration publique du Canada;Hybrid;3000;2016;;;
1755-618X;Canadian Review of Sociology/Revue canadienne de sociologie;Hybrid;3000;2016;;;
1097-0142;Cancer;Hybrid;3500;2016;;;
1934-6638;Cancer Cytopathology;Hybrid;3000;2016;;;
1755-5922;Cardiovascular Therapeutics;Hybrid;3300;2016;;;
2161-0045;Career Development Quarterly - The;Hybrid;3000;2016;;;
1522-726X;Catheterization and Cardiovascular Interventions;Hybrid;3000;2016;;;
1099-0844;Cell Biochemistry and Function;Hybrid;2900;2016;;;
1095-8355;Cell Biology International;Hybrid;3000;2016;;;
1365-2184;Cell Proliferation;Hybrid;3300;2016;;;
1462-5822;Cellular Microbiology;Hybrid;4500;2016;;;
1600-0498;Centaurus;Hybrid;2500;2016;;;
1940-6339;Ceramic Engineering and Science Proceedings;Hybrid;3000;2016;;;
1439-7633;ChemBioChem;Hybrid;3000;2016;;;
1867-3899;ChemCatChem;Hybrid;3000;2016;;;
2196-0216;ChemElectroChem;Hybrid;3000;2016;;;
1747-0285;Chemical Biology & Drug Design;Hybrid;2500;2016;;;
1521-4125;Chemical Engineering & Technology;Hybrid;3000;2016;;;
1528-0691;Chemical Record - The;Hybrid;2500;2016;;;
1521-3862;Chemical Vapor Deposition;Hybrid;3000;2016;;;
1522-2640;Chemie Ingenieur Technik;Hybrid;3000;2016;;;
1521-3765;Chemistry – A European Journal;Hybrid;3800;2016;;;
1861-471X;Chemistry – An Asian Journal;Hybrid;3000;2016;;;
1612-1880;Chemistry & Biodiversity;Hybrid;2500;2016;;;
2365-6549;ChemistrySelect;Hybrid;3000;2016;;;
1860-7187;ChemMedChem;Hybrid;3000;2016;;;
2199-692X;CHEMNANOMAT;Hybrid;3000;2016;;;
1439-7641;ChemPhysChem;Hybrid;3000;2016;;;
2192-6506;ChemPlusChem;Hybrid;3000;2016;;;
1864-564X;ChemSusChem;Hybrid;3000;2016;;;
1365-2206;Child & Family Social Work;Hybrid;3000;2016;;;
1099-0852;Child Abuse Review;Hybrid;3000;2016;;;
1475-3588;Child and Adolescent Mental Health;Hybrid;3000;2016;;;
1467-8624;Child Development;Hybrid;3000;2016;;;
1750-8606;Child Development Perspectives;Hybrid;3000;2016;;;
1365-2214;Child: Care, Health and Development;Hybrid;2900;2016;;;
1099-0860;Children & Society;Hybrid;3000;2016;;;
1749-124X;China & World Economy;Hybrid;3000;2016;;;
1614-7065;Chinese Journal of Chemistry;Hybrid;3000;2016;;;
1520-636X;Chirality;Hybrid;2500;2016;;;
1548-744X;City & Society;Hybrid;3000;2016;;;
1096-0031;Cladistics;Hybrid;3000;2016;;;
